	log2FC	pvalue	padj
100287102	0.09345425023719428	0.7767292074904844	0.9999989891620633
653635	-0.008198356067747666	0.9703908086835396	0.9999989891620633
102466751	-0.001973706547418095	0.993813572747685	0.9999989891620633
107985730	-0.04409953755351753	0.7333395481065921	0.9999989891620633
100302278	0.030196115088373734	0.8996360791410832	0.9999989891620633
645520	-0.07751494748702505	0.5220789440971676	0.9999989891620633
100996442	0.029542701098665417	0.7368594653558511	0.9999989891620633
729737	0.021637844815888443	0.9252163758025223	0.9999989891620633
102725121	0.08201289878310641	0.7703675142528	0.9999989891620633
102723897	-0.0041776955261647606	0.9846071771879397	0.9999989891620633
102465909	0.020125571889730676	0.933945321524042	0.9999989891620633
107985721	-0.0051203944416479555	0.9397272201358934	0.9999989891620633
112268260	0.001061745567470764	0.9935166626784847	0.9999989891620633
100132287	0.014985380991074928	0.9508609518615512	0.9999989891620633
113219467	0.12170808313280701	0.27729042643533325	0.9999989891620633
81399	0.07929807341737917	0.7683183517855132	0.9999989891620633
100133331	0.020881452138788635	0.9171384272057234	0.9999989891620633
107984841	0.02649894411290719	0.8402870410608814	0.9999989891620633
107984847	0.04453427401607172	0.7439940175894834	0.9999989891620633
107984849	0.06629918578177024	0.7537505798233781	0.9999989891620633
100288069	-0.040377448838130096	0.7121847755765878	0.9999989891620633
105378580	-0.038011542493414124	0.713624091185278	0.9999989891620633
400728	-0.04423519669075865	0.8294862264513497	0.9999989891620633
79854	-0.01201683281662889	0.938188212825069	0.9999989891620633
643837	0.021867873227948482	0.6227945579071191	0.9999989891620633
100130417	0.05883568494160672	0.7906188777872332	0.9999989891620633
107985728	0.09723723980889562	0.6465802924414978	0.9999989891620633
148398	-0.011236887749100904	0.9716520894471108	0.9999989891620633
26155	0.01033314889080786	0.9580446809848917	0.9999989891620633
339451	-0.026543480285964337	0.9330935007339544	0.9999989891620633
84808	-0.23778538580840292	0.5230394800144937	0.9999989891620633
57801	0.003126953651841475	0.9932194759671658	0.9999989891620633
9636	0.09061922465218915	0.8403597685346013	0.9999989891620633
375790	-0.04245853199420385	0.8887853990134612	0.9999989891620633
105378948	-0.030749833480936337	0.9191686967212477	0.9999989891620633
54991	-0.08355765008195817	0.8206362972921697	0.9999989891620633
51150	-0.053295965019343486	0.856301003186918	0.9999989891620633
126792	0.05554723900268247	0.7097574730118654	0.9999989891620633
118424	-0.024581984823560884	0.828795174718588	0.9999989891620633
101928895	0.006101747943213764	0.9793065604777332	0.9999989891620633
6339	-0.054993297060280076	0.8532228780248439	0.9999989891620633
116983	-0.03773464025646829	0.8825002747508595	0.9999989891620633
109623456	0.03528015608255072	0.9074205893921492	0.9999989891620633
126789	-0.03504865839668626	0.899303361381007	0.9999989891620633
54973	-0.017240112483852963	0.9411623104732367	0.9999989891620633
80772	-0.09095049561262354	0.7639526789570255	0.9999989891620633
83756	-0.02518746825259261	0.9395742894852651	0.9999989891620633
1855	-0.11692567450403095	0.7438895966973491	0.9999989891620633
54587	0.012415976987128785	0.9570608173308126	0.9999989891620633
